model,short,query_id,query_language,src_language,origin,patent,n_gold,n_gold_same,n_gold_cross,mrr_at_10,ndcg_at_10,first_gold_rank,first_cross_rank,mate_mrr,foreign_share_at_10,lang_entropy_at_10,recall_at_1,clir_at_1,molir_at_1,recall_at_5,clir_at_5,molir_at_5,recall_at_10,clir_at_10,molir_at_10,recall_at_20,clir_at_20,molir_at_20,recall_at_50,clir_at_50,molir_at_50,recall_at_100,clir_at_100,molir_at_100,mate_hit_1,mate_hit_5,mate_hit_10,mate_hit_20,mate_hit_50,mate_hit_100
BAAI/bge-m3,bge-m3,WO-2025201936-A1_fr_q_fr,fr,fr,original,WO-2025201936-A1,2,1,1,1.0,0.8503449055347546,1.0,5.0,0.2,0.5,1.360964047443681,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,WO-2025201936-A1_de_q_es,es,de,synthetic,WO-2025201936-A1,2,0,2,0.25,0.2640681225725909,4.0,4.0,0.25,0.9,1.8464393446710154,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634597-A1_en_q_en,en,en,original,EP-4634597-A1,2,1,1,0.0,0.0,34.0,632.0,0.0015822784810126582,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634597-A1_en_q_de,de,en,synthetic,EP-4634597-A1,2,0,2,0.3333333333333333,0.5,3.0,3.0,0.3333333333333333,0.9,1.721928094887362,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634597-A1_fr_q_fr,fr,fr,original,EP-4634597-A1,2,1,1,1.0,0.8772153153380493,1.0,4.0,0.25,0.8,1.3709505944546687,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634597-A1_en_q_es,es,en,synthetic,EP-4634597-A1,2,0,2,0.5,0.6934264036172708,2.0,2.0,0.5,1.0,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634381-A1_en_q_zh,zh,en,synthetic,EP-4634381-A1,2,0,2,0.0,0.0,26.0,26.0,0.038461538461538464,0.9,1.3567796494470397,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633589-A1_en_q_zh,zh,en,synthetic,EP-4633589-A1,2,0,2,0.0,0.0,inf,inf,0.0,1.0,1.360964047443681,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4627024-A1_de_q_zh,zh,de,synthetic,EP-4627024-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.9,1.721928094887362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634926-A1_en_q_zh,zh,en,synthetic,EP-4634926-A1,2,0,2,0.0,0.0,98.0,98.0,0.01020408163265306,1.0,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,1.0
BAAI/bge-m3,bge-m3,EP-4633863-A2_en_q_zh,zh,en,synthetic,EP-4633863-A2,3,0,3,0.5,0.5307212739772434,2.0,2.0,0.5,0.7,1.295461844238322,0.0,0.0,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633797-A1_en_q_zh,zh,en,synthetic,EP-4633797-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.7,1.8464393446710154,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633777-A1_en_q_zh,zh,en,synthetic,EP-4633777-A1,2,0,2,0.5,0.6509209298071326,2.0,2.0,0.5,0.9,1.5709505944546687,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633621-A1_en_q_zh,zh,en,synthetic,EP-4633621-A1,2,0,2,1.0,0.8772153153380493,1.0,1.0,1.0,0.7,1.295461844238322,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634723-A1_en_q_zh,zh,en,synthetic,EP-4634723-A1,2,0,2,0.0,0.0,84.0,84.0,0.011904761904761904,1.0,1.721928094887362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,1.0
BAAI/bge-m3,bge-m3,EP-4633581-A1_en_q_zh,zh,en,synthetic,EP-4633581-A1,2,0,2,0.0,0.0,600.0,600.0,0.0016666666666666668,0.0,-0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634416-A1_en_q_zh,zh,en,synthetic,EP-4634416-A1,2,0,2,0.3333333333333333,0.5437713091520254,3.0,3.0,0.3333333333333333,0.8,1.8464393446710154,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634305-A1_en_q_zh,zh,en,synthetic,EP-4634305-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.8,1.3709505944546687,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633531-A1_en_q_zh,zh,en,synthetic,EP-4633531-A1,2,0,2,0.3333333333333333,0.3065735963827292,3.0,3.0,0.3333333333333333,0.9,1.5709505944546687,0.0,0.0,,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634333-A1_en_q_zh,zh,en,synthetic,EP-4634333-A1,2,0,2,0.0,0.0,14.0,14.0,0.07142857142857142,0.6,1.721928094887362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.0,0.0,0.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634212-A1_en_q_zh,zh,en,synthetic,EP-4634212-A1,2,0,2,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,0.9219280948873623,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4629959-A1_de_q_zh,zh,de,synthetic,EP-4629959-A1,2,0,2,0.0,0.0,107.0,107.0,0.009345794392523364,0.6,1.5219280948873621,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4627881-A1_de_q_zh,zh,de,synthetic,EP-4627881-A1,2,0,2,0.0,0.0,11.0,11.0,0.09090909090909091,0.7,1.5709505944546684,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633576-A1_en_q_zh,zh,en,synthetic,EP-4633576-A1,2,0,2,0.0,0.0,228.0,228.0,0.0043859649122807015,0.3,0.8812908992306927,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4633742-A2_en_q_zh,zh,en,synthetic,EP-4633742-A2,2,0,2,1.0,0.8175295903539445,1.0,1.0,1.0,1.0,1.5709505944546684,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633791-A1_en_q_zh,zh,en,synthetic,EP-4633791-A1,2,0,2,0.5,0.5912352048230277,2.0,2.0,0.5,0.8,1.8464393446710154,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4630574-A1_fr_q_fr,fr,fr,original,EP-4630574-A1,3,1,2,0.0,0.0,inf,inf,0.0,0.5,1.360964047443681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634111-A1_fr_q_fr,fr,fr,original,EP-4634111-A1,3,1,2,0.0,0.0,159.0,251.0,0.00398406374501992,0.3,1.1567796494470395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4633622-A2_en_q_es,es,en,synthetic,EP-4633622-A2,3,0,3,1.0,0.7653606369886217,1.0,1.0,1.0,0.9,1.360964047443681,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634187-A1_en_q_es_120,es,en,synthetic,EP-4634187-A1,3,0,3,1.0,0.7653606369886217,1.0,1.0,1.0,0.9,1.360964047443681,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634139-A1_fr_q_fr,fr,fr,original,EP-4634139-A1,3,1,2,1.0,0.7653606369886217,1.0,2.0,0.5,0.6,1.5219280948873621,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634136-A1_en_q_en,en,en,original,EP-4634136-A1,3,1,2,0.0,0.0,177.0,370.0,0.002702702702702703,0.3,0.8812908992306927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634136-A1_en_q_de,de,en,synthetic,EP-4634136-A1,3,0,3,0.0,0.0,126.0,126.0,0.007936507936507936,0.6,1.5219280948873621,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634136-A1_fr_q_fr,fr,fr,original,EP-4634136-A1,3,1,2,0.5,0.2960819109658652,2.0,102.0,0.00980392156862745,0.0,-0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634136-A1_en_q_es_125,es,en,synthetic,EP-4634136-A1,3,0,3,0.0,0.0,inf,inf,0.0,0.7,0.8812908992306927,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634136-A1_zh_q_zh,zh,zh,original,EP-4634136-A1,3,1,2,0.0,0.0,inf,inf,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAI/bge-m3,bge-m3,EP-4634248-A1_en_q_en,en,en,original,EP-4634248-A1,3,1,2,1.0,0.6105456988825855,1.0,9.0,0.1111111111111111,0.2,0.7219280948873623,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634142-A1_en_q_es,es,en,synthetic,EP-4634142-A1,3,0,3,1.0,0.7653606369886217,1.0,1.0,1.0,1.0,1.295461844238322,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,WO-2025214812-A1_de_q_es,es,de,synthetic,WO-2025214812-A1,3,0,3,1.0,0.6508205185601091,1.0,1.0,1.0,1.0,1.3709505944546687,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4633662-A1_en_q_de,de,en,synthetic,EP-4633662-A1,3,0,3,0.0,0.0,32.0,32.0,0.03125,1.0,1.8464393446710154,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
BAAI/bge-m3,bge-m3,WO-2025153617-A3_de_q_de,de,de,original,WO-2025153617-A3,3,1,2,1.0,0.46927872602275644,1.0,17.0,0.058823529411764705,0.5,1.360964047443681,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634596-A1_en_q_en,en,en,original,EP-4634596-A1,3,1,2,1.0,0.7653606369886217,1.0,2.0,0.5,0.3,1.1567796494470395,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634596-A1_en_q_de,de,en,synthetic,EP-4634596-A1,3,0,3,1.0,0.6257049680303419,1.0,1.0,1.0,0.9,1.295461844238322,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634596-A1_fr_q_fr,fr,fr,original,EP-4634596-A1,3,1,2,1.0,0.7653606369886217,1.0,1.0,1.0,0.7,0.8812908992306927,0.3333333333333333,0.5,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634596-A1_en_q_es_135,es,en,synthetic,EP-4634596-A1,3,0,3,1.0,0.6257049680303419,1.0,1.0,1.0,1.0,1.295461844238322,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
BAAI/bge-m3,bge-m3,EP-4634596-A1_zh_q_zh,zh,zh,original,EP-4634596-A1,3,1,2,0.0,0.0,inf,inf,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633662-A1_en_q_en,en,en,original,EP-4633662-A1,3,1,2,0.0,0.0,24.0,866.0,0.0011547344110854503,0.7,1.295461844238322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630509-A1_fr_q_fr,fr,fr,original,EP-4630509-A1,3,1,2,1.0,0.46927872602275644,1.0,inf,0.0,0.0,-0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634248-A1_en_q_es,es,en,synthetic,EP-4634248-A1,3,0,3,0.0,0.0,579.0,579.0,0.0017271157167530224,0.7,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634187-A1_en_q_es,es,en,synthetic,EP-4634187-A1,3,0,3,0.3333333333333333,0.41618115554873086,3.0,3.0,0.3333333333333333,0.8,1.8464393446710154,0.0,0.0,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634142-A1_fr_q_fr,fr,fr,original,EP-4634142-A1,3,1,2,0.0,0.0,329.0,764.0,0.0013089005235602095,0.1,0.4689955935892812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633768-A2_en_q_es,es,en,synthetic,EP-4633768-A2,3,0,3,0.0,0.0,36.0,36.0,0.027777777777777776,0.7,1.8464393446710154,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633645-A1_fr_q_fr,fr,fr,original,EP-4633645-A1,3,1,2,0.0,0.0,29.0,109.0,0.009174311926605505,0.4,1.295461844238322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633622-A2_en_q_de,de,en,synthetic,EP-4633622-A2,3,0,3,1.0,0.7653606369886217,1.0,1.0,1.0,1.0,1.360964047443681,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634601-A1_en_q_en,en,en,original,EP-4634601-A1,3,1,2,0.3333333333333333,0.23463936301137822,3.0,129.0,0.007751937984496124,0.1,0.4689955935892812,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630626-A1_de_q_de,de,de,original,EP-4630626-A1,3,1,2,1.0,0.7653606369886217,1.0,1.0,1.0,0.9,1.5709505944546687,0.3333333333333333,0.5,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630600-A1_de_q_en,en,de,synthetic,EP-4630600-A1,3,0,3,0.0,0.0,46.0,46.0,0.021739130434782608,0.8,1.5709505944546687,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633632-A1_en_q_es,es,en,synthetic,EP-4633632-A1,3,0,3,0.0,0.0,36.0,36.0,0.027777777777777776,0.5,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634136-A1_en_q_es,es,en,synthetic,EP-4634136-A1,3,0,3,0.0,0.0,206.0,206.0,0.0048543689320388345,0.7,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634157-A1_en_q_de,de,en,synthetic,EP-4634157-A1,3,0,3,0.0,0.0,647.0,647.0,0.0015455950540958269,1.0,0.4689955935892812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630574-A1_de_q_en,en,de,synthetic,EP-4630574-A1,3,0,3,0.0,0.0,97.0,97.0,0.010309278350515464,0.8,1.3709505944546687,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634111-A1_en_q_de,de,en,synthetic,EP-4634111-A1,3,0,3,0.0,0.0,228.0,228.0,0.0043859649122807015,0.2,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634596-A1_en_q_es,es,en,synthetic,EP-4634596-A1,3,0,3,0.0,0.0,389.0,389.0,0.002570694087403599,0.9,1.7609640474436812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634139-A1_en_q_es,es,en,synthetic,EP-4634139-A1,3,0,3,1.0,0.7653606369886217,1.0,1.0,1.0,0.9,1.360964047443681,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025153617-A3_de_q_en,en,de,synthetic,WO-2025153617-A3,3,0,3,0.0,0.0,111.0,111.0,0.009009009009009009,0.7,1.295461844238322,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634251-A1_en_q_es,es,en,synthetic,EP-4634251-A1,3,0,3,0.0,0.0,176.0,176.0,0.005681818181818182,0.9,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634426-A1_en_q_es,es,en,synthetic,EP-4634426-A1,3,0,3,0.1,0.13565197343244778,10.0,10.0,0.1,1.0,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,1.0,1.0,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634729-A1_en_q_de,de,en,synthetic,EP-4634729-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.9,1.7609640474436812,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626569-A1_de_q_en,en,de,synthetic,EP-4626569-A1,2,0,2,0.0,0.0,20.0,20.0,0.05,0.7,1.6854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
