model,short,query_id,query_language,src_language,origin,patent,n_gold,n_gold_same,n_gold_cross,mrr_at_10,ndcg_at_10,first_gold_rank,first_cross_rank,mate_mrr,foreign_share_at_10,lang_entropy_at_10,recall_at_1,clir_at_1,molir_at_1,recall_at_5,clir_at_5,molir_at_5,recall_at_10,clir_at_10,molir_at_10,recall_at_20,clir_at_20,molir_at_20,recall_at_50,clir_at_50,molir_at_50,recall_at_100,clir_at_100,molir_at_100,mate_hit_1,mate_hit_5,mate_hit_10,mate_hit_20,mate_hit_50,mate_hit_100
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_en_q_en,en,en,original,EP-4634629-A1,3,1,2,0.0,0.0,99.0,99.0,0.010101010101010102,0.3,1.1567796494470395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_de_q_de,de,de,original,EP-4634629-A1,3,1,2,0.0,0.0,579.0,inf,0.0,0.6,1.5709505944546684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_fr_q_fr,fr,fr,original,EP-4634629-A1,3,1,2,0.0,0.0,inf,inf,0.0,0.5,1.6854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_en_q_es,es,en,synthetic,EP-4634629-A1,3,0,3,0.0,0.0,459.0,459.0,0.002178649237472767,1.0,1.5219280948873621,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633582-A1_en_q_es,es,en,synthetic,EP-4633582-A1,2,0,2,0.0,0.0,30.0,30.0,0.03333333333333333,0.5,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634165-A1_en_q_es,es,en,synthetic,EP-4634165-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.8464393446710154,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633677-A1_en_q_de,de,en,synthetic,EP-4633677-A1,2,0,2,0.0,0.0,69.0,69.0,0.014492753623188406,1.0,0.9709505944546686,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634246-A1_en_q_en,en,en,original,EP-4634246-A1,2,1,1,0.0,0.0,164.0,170.0,0.0058823529411764705,0.8,1.4854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634120-A1_en_q_de,de,en,synthetic,EP-4634120-A1,2,0,2,0.0,0.0,138.0,138.0,0.007246376811594203,0.9,1.6854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633638-A1_en_q_en,en,en,original,EP-4633638-A1,2,1,1,1.0,1.0,1.0,1.0,1.0,0.7,1.5709505944546684,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633389-A1_en_q_en,en,en,original,EP-4633389-A1,2,1,1,1.0,1.0,1.0,2.0,0.5,0.3,1.3567796494470397,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025209629-A1_de_q_es,es,de,synthetic,WO-2025209629-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.4854752972273344,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634132-A2_en_q_en,en,en,original,EP-4634132-A2,2,1,1,0.0,0.0,27.0,97.0,0.010309278350515464,0.6,1.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634914-A1_en_q_es,es,en,synthetic,EP-4634914-A1,2,0,2,0.0,0.0,12.0,12.0,0.08333333333333333,0.9,2.1709505944546685,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634285-A1_en_q_de,de,en,synthetic,EP-4634285-A1,2,0,2,1.0,0.6131471927654584,1.0,1.0,1.0,1.0,1.7609640474436812,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634122-A1_fr_q_fr,fr,fr,original,EP-4634122-A1,2,1,1,0.0,0.0,48.0,52.0,0.019230769230769232,0.4,0.9709505944546686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634365-A1_fr_q_fr,fr,fr,original,EP-4634365-A1,2,1,1,1.0,1.0,1.0,2.0,0.5,0.6,1.360964047443681,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025214709-A1_de_q_es,es,de,synthetic,WO-2025214709-A1,2,0,2,0.3333333333333333,0.3065735963827292,3.0,3.0,0.3333333333333333,1.0,1.295461844238322,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633426-A2_en_q_es,es,en,synthetic,EP-4633426-A2,3,0,3,1.0,0.9674679834891693,1.0,1.0,1.0,1.0,1.360964047443681,0.3333333333333333,0.3333333333333333,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630604-A1_de_q_es,es,de,synthetic,EP-4630604-A1,2,0,2,0.0,0.0,27.0,27.0,0.037037037037037035,1.0,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634118-A1_en_q_es,es,en,synthetic,EP-4634118-A1,2,0,2,0.1,0.17723928678404774,10.0,10.0,0.1,1.0,1.360964047443681,0.0,0.0,,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634404-A1_en_q_de,de,en,synthetic,EP-4634404-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.9,1.360964047443681,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633465-A1_en_q_de,de,en,synthetic,EP-4633465-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.5709505944546687,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633680-A1_en_q_es,es,en,synthetic,EP-4633680-A1,2,0,2,1.0,0.9197207891481876,1.0,1.0,1.0,0.6,1.5709505944546684,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025201606-A1_de_q_es,es,de,synthetic,WO-2025201606-A1,2,0,2,1.0,0.8503449055347546,1.0,1.0,1.0,0.8,2.1709505944546685,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634435-A1_en_q_de,de,en,synthetic,EP-4634435-A1,2,0,2,0.3333333333333333,0.5109559939712153,3.0,3.0,0.3333333333333333,0.9,1.360964047443681,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634143-A1_en_q_de,de,en,synthetic,EP-4634143-A1,2,0,2,0.0,0.0,45.0,45.0,0.022222222222222223,0.2,0.7219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634411-A1_en_q_de,de,en,synthetic,EP-4634411-A1,2,0,2,0.0,0.0,302.0,302.0,0.0033112582781456954,0.7,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634287-A1_en_q_es,es,en,synthetic,EP-4634287-A1,3,0,3,0.0,0.0,34.0,34.0,0.029411764705882353,1.0,0.8812908992306927,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633627-A1_en_q_de,de,en,synthetic,EP-4633627-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.8,1.9709505944546686,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633670-A1_fr_q_fr,fr,fr,original,EP-4633670-A1,2,1,1,1.0,1.0,1.0,1.0,1.0,0.4,1.295461844238322,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025202163-A1_fr_q_fr,fr,fr,original,WO-2025202163-A1,2,1,1,0.5,0.6934264036172708,2.0,2.0,0.5,0.6,1.5219280948873621,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025214852-A1_fr_q_fr,fr,fr,original,WO-2025214852-A1,2,1,1,0.0,0.0,257.0,257.0,0.0038910505836575876,0.9,1.295461844238322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025214996-A1_fr_q_fr,fr,fr,original,WO-2025214996-A1,2,1,1,0.0,0.0,164.0,164.0,0.006097560975609756,0.8,1.4854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630123-A1_de_q_de,de,de,original,EP-4630123-A1,2,1,1,0.2,0.23719771276929622,5.0,17.0,0.058823529411764705,0.8,1.9219280948873623,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634646-A1_en_q_en,en,en,original,EP-4634646-A1,2,1,1,1.0,1.0,1.0,2.0,0.5,0.6,2.0464393446710156,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634294-A1_en_q_en,en,en,original,EP-4634294-A1,2,1,1,0.3333333333333333,0.3065735963827292,3.0,13.0,0.07692307692307693,0.3,1.3567796494470397,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634436-A1_fr_q_fr,fr,fr,original,EP-4634436-A1,2,1,1,0.0,0.0,56.0,56.0,0.017857142857142856,0.9,0.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633761-A1_en_q_en,en,en,original,EP-4633761-A1,2,1,1,0.0,0.0,inf,inf,0.0,0.4,1.295461844238322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025215167-A1_de_q_de,de,de,original,WO-2025215167-A1,2,1,1,1.0,0.8065735963827293,1.0,8.0,0.125,0.8,1.9219280948873623,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4626962-A1_de_q_en,en,de,synthetic,EP-4626962-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.6,1.5219280948873621,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4626962-A1_de_q_de,de,de,original,EP-4626962-A1,2,1,1,1.0,0.8772153153380493,1.0,1.0,1.0,0.7,1.5709505944546684,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4626962-A1_fr_q_fr,fr,fr,original,EP-4626962-A1,2,1,1,1.0,0.9197207891481876,1.0,3.0,0.3333333333333333,0.6,1.8464393446710154,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4626962-A1_de_q_es,es,de,synthetic,EP-4626962-A1,2,0,2,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.8464393446710154,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025201936-A1_de_q_en,en,de,synthetic,WO-2025201936-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.3,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025201936-A1_fr_q_fr,fr,fr,original,WO-2025201936-A1,2,1,1,0.0,0.0,29.0,518.0,0.0019305019305019305,0.9,2.0464393446710156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025201936-A1_de_q_es,es,de,synthetic,WO-2025201936-A1,2,0,2,1.0,0.8065735963827293,1.0,1.0,1.0,0.6,1.5219280948873621,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634597-A1_en_q_en,en,en,original,EP-4634597-A1,2,1,1,0.0,0.0,inf,inf,0.0,0.5,1.6854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634597-A1_en_q_de,de,en,synthetic,EP-4634597-A1,2,0,2,0.0,0.0,617.0,617.0,0.0016207455429497568,0.4,1.5709505944546687,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634597-A1_fr_q_fr,fr,fr,original,EP-4634597-A1,2,1,1,0.0,0.0,47.0,53.0,0.018867924528301886,1.0,1.6854752972273344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634597-A1_en_q_es,es,en,synthetic,EP-4634597-A1,2,0,2,0.0,0.0,368.0,368.0,0.002717391304347826,0.9,1.360964047443681,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634381-A1_en_q_zh,zh,en,synthetic,EP-4634381-A1,2,0,2,0.0,0.0,24.0,24.0,0.041666666666666664,0.8,1.1567796494470395,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.5,0.5,,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633589-A1_en_q_zh,zh,en,synthetic,EP-4633589-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.6,1.8464393446710154,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4627024-A1_de_q_zh,zh,de,synthetic,EP-4627024-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.8,1.9709505944546686,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634926-A1_en_q_zh,zh,en,synthetic,EP-4634926-A1,2,0,2,0.0,0.0,175.0,175.0,0.005714285714285714,1.0,1.295461844238322,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633863-A2_en_q_zh,zh,en,synthetic,EP-4633863-A2,3,0,3,0.0,0.0,209.0,209.0,0.004784688995215311,0.7,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633797-A1_en_q_zh,zh,en,synthetic,EP-4633797-A1,2,0,2,1.0,0.9197207891481876,1.0,1.0,1.0,0.4,1.5709505944546687,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633777-A1_en_q_zh,zh,en,synthetic,EP-4633777-A1,2,0,2,0.5,0.38685280723454163,2.0,2.0,0.5,1.0,1.5709505944546687,0.0,0.0,,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633621-A1_en_q_zh,zh,en,synthetic,EP-4633621-A1,2,0,2,0.3333333333333333,0.5,3.0,3.0,0.3333333333333333,0.7,1.8954618442383218,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634723-A1_en_q_zh,zh,en,synthetic,EP-4634723-A1,2,0,2,0.0,0.0,inf,inf,0.0,1.0,0.9219280948873623,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633581-A1_en_q_zh,zh,en,synthetic,EP-4633581-A1,2,0,2,0.0,0.0,525.0,525.0,0.0019047619047619048,0.6,1.721928094887362,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634416-A1_en_q_zh,zh,en,synthetic,EP-4634416-A1,2,0,2,0.0,0.0,124.0,124.0,0.008064516129032258,0.5,1.360964047443681,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634305-A1_en_q_zh,zh,en,synthetic,EP-4634305-A1,2,0,2,1.0,1.0,1.0,1.0,1.0,0.6,1.721928094887362,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633531-A1_en_q_zh,zh,en,synthetic,EP-4633531-A1,2,0,2,0.1,0.17723928678404774,10.0,10.0,0.1,0.7,1.8954618442383218,0.0,0.0,,0.0,0.0,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634333-A1_en_q_zh,zh,en,synthetic,EP-4634333-A1,2,0,2,0.0,0.0,71.0,71.0,0.014084507042253521,0.5,1.4854752972273344,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634212-A1_en_q_zh,zh,en,synthetic,EP-4634212-A1,2,0,2,1.0,0.9197207891481876,1.0,1.0,1.0,0.9,1.5709505944546687,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4629959-A1_de_q_zh,zh,de,synthetic,EP-4629959-A1,2,0,2,0.0,0.0,inf,inf,0.0,0.1,0.4689955935892812,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4627881-A1_de_q_zh,zh,de,synthetic,EP-4627881-A1,2,0,2,0.0,0.0,21.0,21.0,0.047619047619047616,0.4,1.3709505944546687,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633576-A1_en_q_zh,zh,en,synthetic,EP-4633576-A1,2,0,2,0.0,0.0,360.0,360.0,0.002777777777777778,0.4,1.295461844238322,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633742-A2_en_q_zh,zh,en,synthetic,EP-4633742-A2,2,0,2,0.3333333333333333,0.3065735963827292,3.0,3.0,0.3333333333333333,1.0,1.295461844238322,0.0,0.0,,0.5,0.5,,0.5,0.5,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633791-A1_en_q_zh,zh,en,synthetic,EP-4633791-A1,2,0,2,0.5,0.6934264036172708,2.0,2.0,0.5,0.8,1.7609640474436812,0.0,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
