model,query_language,depth,n,mean_cos,mrr,recall_at_10,recall_at_100
ibm-granite/granite-embedding-278m-multilingual,de,0,26,0.7127348115810981,0.47451668484182,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,1,26,0.7139158890797541,0.5005093140836409,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,2,26,0.7099476135694064,0.44979728908878136,0.5769230769230769,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,3,26,0.7090019950499902,0.4439804218405655,0.6153846153846154,0.6923076923076923
ibm-granite/granite-embedding-278m-multilingual,de,4,26,0.7088422523095057,0.44393115367669406,0.6153846153846154,0.6538461538461539
ibm-granite/granite-embedding-278m-multilingual,de,5,26,0.7089068178947155,0.4453980295013995,0.5769230769230769,0.6538461538461539
ibm-granite/granite-embedding-278m-multilingual,en,0,27,0.7496324490617823,0.5513867611267101,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,1,27,0.7504895748915495,0.5467992269213752,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,2,27,0.746887829568651,0.5417712221155616,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,3,27,0.7453693239777176,0.5398830472434744,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,4,27,0.7449801586292408,0.5377067871944784,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,en,5,27,0.7442179587152269,0.521157234746675,0.6666666666666666,0.7407407407407407
ibm-granite/granite-embedding-278m-multilingual,es,0,27,0.7172353620882388,0.5373315315512066,0.5925925925925926,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,1,27,0.7178403823464005,0.5374050210898534,0.5925925925925926,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,2,27,0.7149765381106624,0.4858856980826378,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,3,27,0.7143754340984203,0.5034964555208459,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,4,27,0.7142874488124141,0.4864213022230763,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,es,5,27,0.7143604733325817,0.48642187592098934,0.5555555555555556,0.7037037037037037
ibm-granite/granite-embedding-278m-multilingual,fr,0,27,0.7115061106505217,0.46163618413854135,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,1,27,0.711817514013361,0.4618345176730773,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,2,27,0.7091723393510889,0.4485871615862805,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,3,27,0.708363292393861,0.44890842028974687,0.5925925925925926,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,4,27,0.7083731205375107,0.44882693867768203,0.5925925925925926,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,fr,5,27,0.7084695829285516,0.44937016392910994,0.5555555555555556,0.6296296296296297
ibm-granite/granite-embedding-278m-multilingual,zh,0,27,0.6940233508745829,0.3234895347994967,0.37037037037037035,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,1,27,0.6948162736716094,0.32039155927056745,0.37037037037037035,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,2,27,0.6938060897367971,0.3095083317890467,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,3,27,0.6954782958383914,0.3101978614117839,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,4,27,0.6950329475932651,0.31042313098070523,0.3333333333333333,0.48148148148148145
ibm-granite/granite-embedding-278m-multilingual,zh,5,27,0.6948377401740463,0.3109541025578679,0.3333333333333333,0.48148148148148145
